SensorID: 5498,
Firmware Version: 1.5.5,

mm-dd,hh:mm:ss,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
2-11,14:5:53,10,10,13.22,4,37,
2-11,14:5:54,10,10,13.23,4,37,
2-11,14:5:54,12,12,13.24,4,37,
2-11,14:5:55,12,12,13.24,4,37,
2-11,14:5:55,10,10,13.22,4,37,
2-11,14:5:56,11,11,13.24,4,37,
2-11,14:5:56,10,10,13.22,4,37,
2-11,14:5:57,10,10,13.23,4,37,
2-11,14:5:57,10,10,13.23,4,37,
2-11,14:5:58,8,8,13.21,4,37,
2-11,14:5:58,8,8,13.2,4,37,
2-11,14:5:59,11,11,13.25,4,37,
2-11,14:5:59,11,11,13.24,4,37,
2-11,14:6:0,9,9,13.22,4,37,
2-11,14:6:0,11,11,13.24,4,37,
2-11,14:6:1,9,9,13.22,4,37,
2-11,14:6:1,10,10,13.24,4,37,
2-11,14:6:2,10,10,13.23,4,37,
2-11,14:6:2,10,10,13.24,4,37,
2-11,14:6:3,7,7,13.19,4,37,
2-11,14:6:3,5,5,13.17,4,37,
2-11,14:6:4,9,9,13.23,4,37,
2-11,14:6:4,12,12,13.23,4,37,
2-11,14:6:5,13,13,13.22,4,37,
2-11,14:6:5,16,16,13.21,4,37,
2-11,14:6:6,22,22,13.23,4,37,
2-11,14:6:6,23,23,13.21,4,37,
2-11,14:6:7,27,27,13.2,4,37,
2-11,14:6:7,31,31,13.21,4,37,
2-11,14:6:8,36,36,13.23,4,37,
2-11,14:6:8,38,38,13.22,4,37,
2-11,14:6:9,39,39,13.18,4,37,
2-11,14:6:9,45,45,13.24,4,37,
2-11,14:6:10,49,49,13.25,4,37,
2-11,14:6:10,51,51,13.25,4,37,
2-11,14:6:11,54,54,13.24,4,37,
2-11,14:6:11,57,57,13.27,4,37,
2-11,14:6:12,59,59,13.25,4,37,
2-11,14:6:12,61,61,13.25,4,37,
2-11,14:6:13,63,63,13.23,4,37,
2-11,14:6:13,64,64,13.17,4,37,
2-11,14:6:14,67,67,13.21,4,37,
2-11,14:6:14,68,68,13.22,4,37,
2-11,14:6:15,68,68,13.2,4,37,
2-11,14:6:15,69,69,13.21,4,37,
2-11,14:6:16,71,71,13.24,4,37,
2-11,14:6:16,70,70,13.19,4,37,
2-11,14:6:17,71,71,13.2,4,37,
2-11,14:6:17,72,72,13.21,4,37,
2-11,14:6:18,72,72,13.19,4,37,
2-11,14:6:18,72,72,13.19,4,37,
2-11,14:6:19,72,72,13.2,4,37,
2-11,14:6:19,73,73,13.2,4,37,
2-11,14:6:20,73,73,13.21,4,37,
2-11,14:6:20,74,74,13.26,4,37,
2-11,14:6:21,73,73,13.22,4,37,
2-11,14:6:21,73,73,13.2,4,37,
2-11,14:6:22,73,73,13.16,4,37,
2-11,14:6:22,74,74,13.19,4,37,
2-11,14:6:23,74,74,13.2,4,37,
2-11,14:6:23,75,75,13.23,4,37,
2-11,14:6:24,75,75,13.19,4,37,
2-11,14:6:24,75,75,13.18,4,37,
2-11,14:6:25,75,75,13.21,4,37,
2-11,14:6:25,76,76,13.22,4,37,
2-11,14:6:26,75,75,13.16,4,37,
2-11,14:6:26,76,76,13.19,4,37,
2-11,14:6:27,76,76,13.19,4,37,
2-11,14:6:27,76,76,13.18,4,37,
2-11,14:6:28,77,77,13.16,4,37,
2-11,14:6:28,77,77,13.18,4,37,
2-11,14:6:29,77,77,13.15,4,37,
2-11,14:6:29,77,77,13.16,4,37,
2-11,14:6:30,77,77,13.15,4,37,
2-11,14:6:30,77,77,13.19,4,37,
2-11,14:6:31,78,78,13.21,4,37,
2-11,14:6:31,77,77,13.19,4,37,
2-11,14:6:32,78,78,13.18,4,37,
2-11,14:6:32,77,77,13.17,4,37,
2-11,14:6:33,78,78,13.2,4,37,
2-11,14:6:33,78,78,13.19,4,37,
2-11,14:6:34,78,78,13.21,4,37,
2-11,14:6:34,78,78,13.19,4,37,
2-11,14:6:35,79,79,13.22,4,37,
2-11,14:6:35,78,78,13.18,4,37,
2-11,14:6:36,79,79,13.21,4,37,
2-11,14:6:36,79,79,13.23,4,37,
2-11,14:6:37,79,79,13.22,4,37,
2-11,14:6:37,79,79,13.23,4,37,
2-11,14:6:38,79,79,13.18,4,37,
2-11,14:6:38,79,79,13.2,4,37,
2-11,14:6:39,79,79,13.21,4,37,
2-11,14:6:39,79,79,13.21,4,37,
2-11,14:6:40,80,80,13.21,4,37,
2-11,14:6:40,80,80,13.19,4,37,
2-11,14:6:41,80,80,13.21,4,37,
2-11,14:6:41,80,80,13.22,4,37,
2-11,14:6:42,80,80,13.22,4,37,
2-11,14:6:42,80,80,13.22,4,37,
2-11,14:6:43,80,80,13.22,4,37,
2-11,14:6:43,80,80,13.22,4,37,
2-11,14:6:44,80,80,13.25,4,37,
2-11,14:6:44,80,80,13.18,4,37,
2-11,14:6:45,80,80,13.23,4,37,
2-11,14:6:45,80,80,13.25,4,37,
2-11,14:6:46,80,80,13.22,4,37,
2-11,14:6:46,80,80,13.21,4,37,
2-11,14:6:47,80,80,13.24,4,37,
2-11,14:6:47,81,81,13.24,4,37,
2-11,14:6:48,81,81,13.23,4,37,
2-11,14:6:48,80,80,13.2,4,37,
2-11,14:6:49,81,81,13.25,4,37,
2-11,14:6:49,81,81,13.22,4,37,
2-11,14:6:50,81,81,13.21,4,37,
2-11,14:6:50,81,81,13.24,4,37,
2-11,14:6:51,81,81,13.23,4,37,
2-11,14:6:51,81,81,13.2,4,37,
2-11,14:6:52,81,81,13.21,4,37,
2-11,14:6:52,80,80,13.19,4,37,
2-11,14:6:53,81,81,13.26,4,37,
2-11,14:6:53,81,81,13.23,4,37,
2-11,14:6:54,81,81,13.23,4,37,
2-11,14:6:54,81,81,13.23,4,37,
2-11,14:6:55,81,81,13.2,4,37,
2-11,14:6:55,81,81,13.21,4,37,
2-11,14:6:56,81,81,13.19,4,37,
2-11,14:6:56,81,81,13.23,4,37,
2-11,14:6:57,81,81,13.23,4,37,
2-11,14:6:57,81,81,13.23,4,37,
2-11,14:6:58,81,81,13.23,4,37,
2-11,14:6:58,81,81,13.19,4,37,
2-11,14:6:59,81,81,13.24,4,37,
2-11,14:6:59,81,81,13.23,4,37,
2-11,14:7:0,81,81,13.24,4,37,
2-11,14:7:0,81,81,13.21,4,37,
2-11,14:7:1,81,81,13.26,4,37,
2-11,14:7:1,81,81,13.24,4,37,
2-11,14:7:2,81,81,13.24,4,37,
2-11,14:7:2,81,81,13.23,4,37,
2-11,14:7:3,81,81,13.24,4,37,
2-11,14:7:3,81,81,13.19,4,37,
2-11,14:7:4,81,81,13.23,4,37,
2-11,14:7:4,81,81,13.2,4,37,
2-11,14:7:5,82,82,13.22,4,37,
2-11,14:7:5,81,81,13.22,4,37,
2-11,14:7:6,81,81,13.21,4,37,
2-11,14:7:6,81,81,13.2,4,37,
2-11,14:7:7,81,81,13.23,4,37,
2-11,14:7:7,81,81,13.21,4,37,
2-11,14:7:8,81,81,13.21,4,37,
2-11,14:7:8,81,81,13.22,4,37,
2-11,14:7:9,81,81,13.22,4,37,
2-11,14:7:9,81,81,13.21,4,37,
2-11,14:7:10,81,81,13.19,4,37,
2-11,14:7:10,81,81,13.24,4,37,
2-11,14:7:11,81,81,13.21,4,37,
2-11,14:7:11,81,81,13.21,4,37,
2-11,14:7:12,81,81,13.23,4,37,
2-11,14:7:12,82,82,13.23,4,37,
2-11,14:7:13,81,81,13.2,4,37,
2-11,14:7:13,81,81,13.22,4,37,
2-11,14:7:14,81,81,13.19,4,37,
2-11,14:7:14,81,81,13.22,4,37,
2-11,14:7:15,81,81,13.22,4,37,
2-11,14:7:15,81,81,13.22,4,37,
2-11,14:7:16,81,81,13.22,4,37,
2-11,14:7:16,81,81,13.22,4,37,
2-11,14:7:17,81,81,13.2,4,37,
2-11,14:7:17,81,81,13.2,4,37,
2-11,14:7:18,81,81,13.22,4,37,
2-11,14:7:18,81,81,13.19,4,37,
2-11,14:7:19,81,81,13.21,4,37,
2-11,14:7:19,81,81,13.19,4,37,
2-11,14:7:20,81,81,13.19,4,37,
2-11,14:7:20,81,81,13.21,4,37,
2-11,14:7:21,81,81,13.22,4,37,
2-11,14:7:21,81,81,13.23,4,37,
2-11,14:7:22,81,81,13.21,4,37,
2-11,14:7:22,81,81,13.2,4,37,
2-11,14:7:23,80,80,13.22,4,37,
2-11,14:7:23,81,81,13.2,4,37,
2-11,14:7:24,80,80,13.21,4,37,
2-11,14:7:24,80,80,13.19,4,37,
2-11,14:7:25,80,80,13.21,4,37,
2-11,14:7:25,80,80,13.19,4,37,
2-11,14:7:26,80,80,13.22,4,37,
2-11,14:7:26,81,81,13.23,4,37,
2-11,14:7:27,80,80,13.22,4,37,
2-11,14:7:27,80,80,13.22,4,37,
2-11,14:7:28,80,80,13.18,4,37,
2-11,14:7:28,80,80,13.21,4,37,
2-11,14:7:29,80,80,13.22,4,37,
2-11,14:7:29,80,80,13.21,4,37,
2-11,14:7:30,80,80,13.19,4,37,
2-11,14:7:30,80,80,13.18,4,37,
2-11,14:7:31,80,80,13.19,4,37,
2-11,14:7:31,79,79,13.19,4,37,
2-11,14:7:32,80,80,13.2,4,37,
2-11,14:7:32,80,80,13.2,4,37,
2-11,14:7:33,80,80,13.2,4,37,
2-11,14:7:33,80,80,13.19,4,37,
2-11,14:7:34,80,80,13.2,4,37,
2-11,14:7:34,79,79,13.17,4,37,
2-11,14:7:35,80,80,13.2,4,37,
2-11,14:7:35,79,79,13.18,4,37,
2-11,14:7:36,79,79,13.22,4,37,
2-11,14:7:36,79,79,13.17,4,37,
2-11,14:7:37,79,79,13.15,4,37,
2-11,14:7:37,79,79,13.17,4,37,
2-11,14:7:38,79,79,13.17,4,37,
2-11,14:7:38,79,79,13.17,4,37,
2-11,14:7:39,79,79,13.13,4,37,
2-11,14:7:39,79,79,13.16,4,37,
2-11,14:7:40,79,79,13.17,4,37,
2-11,14:7:40,79,79,13.13,4,37,
2-11,14:7:41,79,79,13.18,4,37,
2-11,14:7:41,79,79,13.2,4,37,
2-11,14:7:42,79,79,13.21,4,37,
2-11,14:7:42,79,79,13.16,4,37,
2-11,14:7:43,79,79,13.17,4,37,
2-11,14:7:43,78,78,13.14,4,37,
2-11,14:7:44,78,78,13.14,4,37,
2-11,14:7:44,79,79,13.19,4,37,
2-11,14:7:45,78,78,13.16,4,37,
2-11,14:7:45,78,78,13.15,4,37,
2-11,14:7:46,78,78,13.16,4,37,
2-11,14:7:46,78,78,13.15,4,37,
2-11,14:7:47,78,78,13.18,4,37,
2-11,14:7:47,78,78,13.14,4,37,
2-11,14:7:48,78,78,13.16,4,37,
2-11,14:7:48,78,78,13.16,4,37,
2-11,14:7:49,78,78,13.12,4,37,
2-11,14:7:49,78,78,13.13,4,37,
2-11,14:7:50,78,78,13.15,4,37,
2-11,14:7:50,78,78,13.15,4,37,
2-11,14:7:51,78,78,13.16,4,37,
2-11,14:7:51,77,77,13.14,4,37,
2-11,14:7:52,77,77,13.15,4,37,
2-11,14:7:52,77,77,13.17,4,37,
2-11,14:7:53,77,77,13.14,4,37,
2-11,14:7:53,77,77,13.16,4,37,
2-11,14:7:54,77,77,13.14,4,37,
2-11,14:7:54,77,77,13.14,4,37,
2-11,14:7:55,77,77,13.14,4,37,
2-11,14:7:55,77,77,13.14,4,37,
2-11,14:7:56,77,77,13.14,4,37,
2-11,14:7:56,77,77,13.14,4,37,
2-11,14:7:57,77,77,13.13,4,37,
2-11,14:7:57,76,76,13.15,4,37,
2-11,14:7:58,76,76,13.2,4,37,
2-11,14:7:58,76,76,13.16,4,37,
2-11,14:7:59,76,76,13.15,4,37,
2-11,14:7:59,76,76,13.15,4,37,
2-11,14:8:0,76,76,13.15,4,37,
2-11,14:8:0,76,76,13.15,4,37,
2-11,14:8:1,76,76,13.17,4,37,
2-11,14:8:1,76,76,13.14,4,37,
2-11,14:8:2,76,76,13.17,4,37,
2-11,14:8:2,76,76,13.15,4,37,
2-11,14:8:3,75,75,13.14,4,37,
2-11,14:8:3,75,75,13.15,4,37,
2-11,14:8:4,75,75,13.13,4,37,
2-11,14:8:4,75,75,13.14,4,37,
2-11,14:8:5,74,74,13.12,4,37,
2-11,14:8:5,74,74,13.12,4,37,
2-11,14:8:6,75,75,13.14,4,37,
2-11,14:8:6,75,75,13.17,4,37,
2-11,14:8:7,74,74,13.14,4,37,
2-11,14:8:7,75,75,13.18,4,37,
2-11,14:8:8,74,74,13.18,4,37,
2-11,14:8:8,74,74,13.14,4,37,
2-11,14:8:9,74,74,13.15,4,37,
2-11,14:8:9,74,74,13.14,4,37,
2-11,14:8:10,74,74,13.12,4,37,
2-11,14:8:10,74,74,13.13,4,37,
2-11,14:8:11,74,74,13.14,4,37,
2-11,14:8:11,74,74,13.13,4,37,
2-11,14:8:12,74,74,13.15,4,37,
2-11,14:8:12,74,74,13.13,4,37,
2-11,14:8:13,73,73,13.13,4,37,
2-11,14:8:13,73,73,13.14,4,37,
2-11,14:8:14,74,74,13.14,4,37,
2-11,14:8:14,73,73,13.11,4,37,
2-11,14:8:15,73,73,13.15,4,37,
2-11,14:8:15,73,73,13.11,4,37,
2-11,14:8:16,73,73,13.09,4,37,
2-11,14:8:16,73,73,13.14,4,37,
2-11,14:8:17,72,72,13.11,4,37,
2-11,14:8:17,73,73,13.15,4,37,
2-11,14:8:18,73,73,13.13,4,37,
2-11,14:8:18,73,73,13.11,4,37,
2-11,14:8:19,73,73,13.13,4,37,
2-11,14:8:19,73,73,13.15,4,37,
2-11,14:8:20,73,73,13.13,4,37,
2-11,14:8:20,72,72,13.11,4,37,
2-11,14:8:21,72,72,13.12,4,37,
2-11,14:8:21,72,72,13.1,4,37,
2-11,14:8:22,72,72,13.1,4,37,
2-11,14:8:22,72,72,13.11,4,37,
2-11,14:8:23,71,71,13.1,4,37,
2-11,14:8:23,72,72,13.14,4,37,
2-11,14:8:24,72,72,13.13,4,37,
2-11,14:8:24,72,72,13.13,4,37,
2-11,14:8:25,72,72,13.12,4,37,
2-11,14:8:25,71,71,13.09,4,37,
2-11,14:8:26,71,71,13.1,4,37,
2-11,14:8:26,71,71,13.09,4,37,
2-11,14:8:27,71,71,13.1,4,37,
2-11,14:8:27,72,72,13.13,4,37,
2-11,14:8:28,71,71,13.1,4,37,
2-11,14:8:28,71,71,13.1,4,37,
2-11,14:8:29,71,71,13.1,4,37,
2-11,14:8:29,71,71,13.09,4,37,
2-11,14:8:30,70,70,13.1,4,37,
2-11,14:8:30,71,71,13.11,4,37,
2-11,14:8:31,70,70,13.09,4,37,
2-11,14:8:31,71,71,13.11,4,37,
2-11,14:8:32,71,71,13.13,4,37,
2-11,14:8:32,71,71,13.1,4,37,
2-11,14:8:33,70,70,13.09,4,37,
2-11,14:8:33,71,71,13.09,4,37,
2-11,14:8:34,70,70,13.1,4,37,
2-11,14:8:34,70,70,13.11,4,37,
2-11,14:8:35,70,70,13.11,4,37,
2-11,14:8:35,70,70,13.08,4,37,
2-11,14:8:36,70,70,13.11,4,37,
2-11,14:8:36,70,70,13.11,4,37,
2-11,14:8:37,70,70,13.11,4,37,
2-11,14:8:37,70,70,13.1,4,37,
2-11,14:8:38,70,70,13.11,4,37,
2-11,14:8:38,70,70,13.12,4,37,
2-11,14:8:39,69,69,13.09,4,37,
2-11,14:8:39,69,69,13.12,4,37,
2-11,14:8:40,69,69,13.14,4,37,
2-11,14:8:40,69,69,13.1,4,37,
2-11,14:8:41,69,69,13.11,4,37,
2-11,14:8:41,69,69,13.09,4,37,
2-11,14:8:42,70,70,13.11,4,37,
2-11,14:8:42,70,70,13.12,4,37,
2-11,14:8:43,69,69,13.09,4,37,
2-11,14:8:43,69,69,13.1,4,37,
2-11,14:8:44,69,69,13.1,4,37,
2-11,14:8:44,68,68,13.06,4,37,
2-11,14:8:45,69,69,13.1,4,37,
2-11,14:8:45,69,69,13.09,4,37,
2-11,14:8:46,68,68,13.08,4,37,
2-11,14:8:46,69,69,13.09,4,37,
2-11,14:8:47,69,69,13.12,4,37,
2-11,14:8:47,69,69,13.1,4,37,
2-11,14:8:48,68,68,13.08,4,37,
2-11,14:8:48,68,68,13.09,4,37,
2-11,14:8:49,69,69,13.11,4,37,
2-11,14:8:49,68,68,13.09,4,37,
2-11,14:8:50,68,68,13.07,4,37,
2-11,14:8:50,69,69,13.1,4,37,
2-11,14:8:51,68,68,13.12,4,37,
2-11,14:8:51,68,68,13.1,4,37,
2-11,14:8:52,67,67,13.05,4,37,
2-11,14:8:52,68,68,13.09,4,37,
2-11,14:8:53,68,68,13.12,4,37,
2-11,14:8:53,68,68,13.08,4,37,
2-11,14:8:54,68,68,13.08,4,37,
2-11,14:8:54,68,68,13.09,4,37,
2-11,14:8:55,68,68,13.08,4,37,
2-11,14:8:55,68,68,13.07,4,37,
2-11,14:8:56,67,67,13.09,4,37,
2-11,14:8:56,68,68,13.1,4,37,
2-11,14:8:57,68,68,13.1,4,37,
2-11,14:8:57,67,67,13.08,4,37,
2-11,14:8:58,67,67,13.07,4,37,
2-11,14:8:58,67,67,13.08,4,37,
2-11,14:8:59,67,67,13.09,4,37,
2-11,14:8:59,68,68,13.11,4,37,
2-11,14:9:0,67,67,13.1,4,37,
2-11,14:9:0,67,67,13.1,4,37,
2-11,14:9:1,67,67,13.09,4,37,
2-11,14:9:1,66,66,13.09,4,37,
2-11,14:9:2,66,66,13.08,4,37,
2-11,14:9:2,67,67,13.1,4,37,
2-11,14:9:3,66,66,13.05,4,37,
2-11,14:9:3,66,66,13.08,4,37,
2-11,14:9:4,66,66,13.07,4,37,
2-11,14:9:4,66,66,13.08,4,37,
2-11,14:9:5,67,67,13.1,4,37,
2-11,14:9:5,66,66,13.08,4,37,
2-11,14:9:6,67,67,13.1,4,37,
2-11,14:9:6,66,66,13.09,4,37,
2-11,14:9:7,66,66,13.09,4,37,
2-11,14:9:7,66,66,13.09,4,37,
2-11,14:9:8,65,65,13.08,4,37,
2-11,14:9:8,65,65,13.06,4,37,
2-11,14:9:9,66,66,13.08,4,37,
2-11,14:9:9,66,66,13.07,4,37,
2-11,14:9:10,66,66,13.08,4,37,
2-11,14:9:10,65,65,13.05,4,37,
2-11,14:9:11,64,64,13.07,4,37,
2-11,14:9:11,64,64,13.04,4,37,
2-11,14:9:12,66,66,13.08,4,37,
2-11,14:9:12,65,65,13.07,4,37,
2-11,14:9:13,65,65,13.1,4,37,
2-11,14:9:13,64,64,13.05,4,37,
2-11,14:9:14,66,66,13.07,4,37,
2-11,14:9:14,65,65,13.07,4,37,
2-11,14:9:15,64,64,13.07,4,37,
2-11,14:9:15,66,66,13.1,4,37,
2-11,14:9:16,64,64,13.06,4,37,
2-11,14:9:16,65,65,13.1,4,37,
2-11,14:9:17,65,65,13.09,4,37,
2-11,14:9:17,64,64,13.05,4,37,
2-11,14:9:18,64,64,13.06,4,37,
2-11,14:9:18,65,65,13.09,4,37,
2-11,14:9:19,64,64,13.06,4,37,
2-11,14:9:19,63,63,13.05,4,37,
2-11,14:9:20,65,65,13.08,4,37,
2-11,14:9:20,64,64,13.06,4,37,
2-11,14:9:21,64,64,13.08,4,37,
2-11,14:9:21,64,64,13.08,4,37,
2-11,14:9:22,64,64,13.06,4,37,
2-11,14:9:22,64,64,13.08,4,37,
2-11,14:9:23,65,65,13.1,4,37,
2-11,14:9:23,64,64,13.06,4,37,
2-11,14:9:24,65,65,13.08,4,37,
2-11,14:9:24,64,64,13.07,4,37,
2-11,14:9:25,64,64,13.08,4,37,
2-11,14:9:25,64,64,13.08,4,37,
2-11,14:9:26,64,64,13.08,4,37,
2-11,14:9:26,64,64,13.1,4,37,
2-11,14:9:27,64,64,13.08,4,37,
2-11,14:9:27,64,64,13.07,4,37,
2-11,14:9:28,64,64,13.08,4,37,
2-11,14:9:28,64,64,13.08,4,37,
2-11,14:9:29,64,64,13.07,4,37,
2-11,14:9:29,64,64,13.08,4,37,
2-11,14:9:30,63,63,13.07,4,37,
2-11,14:9:30,63,63,13.06,4,37,
2-11,14:9:31,65,65,13.11,4,37,
2-11,14:9:31,64,64,13.08,4,37,
2-11,14:9:32,64,64,13.09,4,37,
2-11,14:9:32,63,63,13.09,4,37,
2-11,14:9:33,63,63,13.08,4,37,
2-11,14:9:33,64,64,13.12,4,37,
2-11,14:9:34,63,63,13.08,4,37,
2-11,14:9:34,63,63,13.07,4,37,
2-11,14:9:35,63,63,13.08,4,37,
2-11,14:9:35,63,63,13.09,4,37,
2-11,14:9:36,63,63,13.08,4,37,
2-11,14:9:36,63,63,13.06,4,37,
2-11,14:9:37,62,62,13.07,4,37,
2-11,14:9:37,62,62,13.05,4,37,
2-11,14:9:38,63,63,13.07,4,37,
2-11,14:9:38,62,62,13.05,4,37,
2-11,14:9:39,62,62,13.07,4,37,
2-11,14:9:39,63,63,13.1,4,37,
2-11,14:9:40,62,62,13.07,4,37,
2-11,14:9:40,62,62,13.09,4,37,
2-11,14:9:41,63,63,13.09,4,37,
2-11,14:9:41,62,62,13.08,4,37,
2-11,14:9:42,62,62,13.09,4,37,
2-11,14:9:42,62,62,13.08,4,37,
2-11,14:9:43,61,61,13.05,4,37,
2-11,14:9:43,62,62,13.06,4,37,
2-11,14:9:44,62,62,13.09,4,37,
2-11,14:9:44,62,62,13.1,4,37,
2-11,14:9:45,62,62,13.05,4,37,
2-11,14:9:45,61,61,13.06,4,37,
2-11,14:9:46,62,62,13.08,4,37,
2-11,14:9:46,61,61,13.06,4,37,
2-11,14:9:47,62,62,13.08,4,37,
2-11,14:9:47,62,62,13.07,4,37,
2-11,14:9:48,62,62,13.07,4,37,
2-11,14:9:48,62,62,13.09,4,37,
2-11,14:9:49,61,61,13.08,4,37,
2-11,14:9:49,62,62,13.09,4,37,
2-11,14:9:50,61,61,13.05,4,37,
2-11,14:9:50,61,61,13.08,4,37,
2-11,14:9:51,60,60,13.03,4,37,
2-11,14:9:51,62,62,13.09,4,37,
2-11,14:9:52,62,62,13.09,4,37,
2-11,14:9:52,61,61,13.04,4,37,
2-11,14:9:53,60,60,13.07,4,37,
2-11,14:9:53,60,60,13.06,4,37,
2-11,14:9:54,60,60,13.04,4,37,
2-11,14:9:54,61,61,13.07,4,37,
2-11,14:9:55,61,61,13.07,4,37,
2-11,14:9:55,60,60,13.04,4,37,
2-11,14:9:56,62,62,13.09,4,37,
2-11,14:9:56,61,61,13.05,4,37,
2-11,14:9:57,60,60,13.04,4,37,
2-11,14:9:57,61,61,13.05,4,37,
2-11,14:9:58,60,60,13.04,4,37,
2-11,14:9:58,61,61,13.07,4,37,
2-11,14:9:59,60,60,13.04,4,37,
2-11,14:9:59,61,61,13.08,4,37,
2-11,14:10:0,61,61,13.07,4,37,
2-11,14:10:0,60,60,13.07,4,37,
2-11,14:10:1,60,60,13.07,4,37,
2-11,14:10:1,60,60,13.04,4,37,
2-11,14:10:2,61,61,13.07,4,37,
2-11,14:10:2,61,61,13.07,4,37,
2-11,14:10:3,61,61,13.07,4,37,
2-11,14:10:3,61,61,13.09,4,37,
2-11,14:10:4,60,60,13.06,4,37,
2-11,14:10:4,61,61,13.08,4,37,
2-11,14:10:5,61,61,13.09,4,37,
2-11,14:10:5,60,60,13.06,4,37,
2-11,14:10:6,60,60,13.06,4,37,
2-11,14:10:6,61,61,13.07,4,37,
2-11,14:10:7,61,61,13.08,4,37,
2-11,14:10:7,61,61,13.08,4,37,
2-11,14:10:8,60,60,13.03,4,37,
2-11,14:10:8,62,62,13.09,4,37,
2-11,14:10:9,61,61,13.08,4,37,
2-11,14:10:9,61,61,13.05,4,37,
2-11,14:10:10,61,61,13.09,4,37,
2-11,14:10:10,60,60,13.04,4,37,
2-11,14:10:11,59,59,13.02,4,37,
2-11,14:10:11,61,61,13.09,4,37,
2-11,14:10:12,61,61,13.07,4,37,
2-11,14:10:12,61,61,13.07,4,37,
2-11,14:10:13,60,60,13.05,4,37,
2-11,14:10:13,61,61,13.09,4,37,
2-11,14:10:14,60,60,13.05,4,37,
2-11,14:10:14,61,61,13.09,4,37,
2-11,14:10:15,60,60,13.07,4,37,
2-11,14:10:15,60,60,13.05,4,37,
2-11,14:10:16,59,59,13.03,4,37,
2-11,14:10:16,60,60,13.07,4,37,
2-11,14:10:17,60,60,13.04,4,37,
2-11,14:10:17,60,60,13.07,4,37,
2-11,14:10:18,60,60,13.06,4,37,
2-11,14:10:18,60,60,13.07,4,37,
2-11,14:10:19,60,60,13.06,4,37,
2-11,14:10:19,60,60,13.07,4,37,
2-11,14:10:20,61,61,13.08,4,37,
2-11,14:10:20,59,59,13.03,4,37,
2-11,14:10:21,61,61,13.07,4,37,
2-11,14:10:21,61,61,13.08,4,37,
2-11,14:10:22,60,60,13.06,4,37,
2-11,14:10:22,60,60,13.05,4,37,
2-11,14:10:23,60,60,13.05,4,37,
2-11,14:10:23,59,59,13.04,4,37,
2-11,14:10:24,60,60,13.07,4,37,
2-11,14:10:24,60,60,13.07,4,37,
2-11,14:10:25,60,60,13.06,4,37,
2-11,14:10:25,61,61,13.07,4,37,
2-11,14:10:26,60,60,13.05,4,37,
2-11,14:10:26,61,61,13.08,4,37,
2-11,14:10:27,61,61,13.08,4,37,
2-11,14:10:27,61,61,13.08,4,37,
2-11,14:10:28,61,61,13.07,4,37,
2-11,14:10:28,60,60,13.05,4,37,
2-11,14:10:29,59,59,13.03,4,37,
2-11,14:10:29,60,60,13.04,4,37,
2-11,14:10:30,60,60,13.05,4,37,
2-11,14:10:30,59,59,13.04,4,37,
2-11,14:10:31,60,60,13.06,4,37,
2-11,14:10:31,60,60,13.08,4,37,
2-11,14:10:32,60,60,13.07,4,37,
2-11,14:10:32,60,60,13.05,4,37,
2-11,14:10:33,59,59,13.03,4,37,
2-11,14:10:33,60,60,13.07,4,37,
2-11,14:10:34,60,60,13.05,4,37,
2-11,14:10:34,61,61,13.08,4,37,
2-11,14:10:35,60,60,13.05,4,37,
2-11,14:10:35,60,60,13.06,4,37,
2-11,14:10:36,59,59,13.04,4,37,
2-11,14:10:36,60,60,13.04,4,37,
2-11,14:10:37,60,60,13.06,4,37,
2-11,14:10:37,61,61,13.07,4,37,
2-11,14:10:38,61,61,13.09,4,37,
2-11,14:10:38,60,60,13.07,4,37,
2-11,14:10:39,61,61,13.08,4,37,
2-11,14:10:39,59,59,13.04,4,37,
2-11,14:10:40,60,60,13.06,4,37,
2-11,14:10:40,59,59,13.04,4,37,
2-11,14:10:41,60,60,13.05,4,37,
2-11,14:10:41,60,60,13.05,4,37,
2-11,14:10:42,60,60,13.05,4,37,
2-11,14:10:42,59,59,13.04,4,37,
2-11,14:10:43,61,61,13.08,4,37,
2-11,14:10:43,61,61,13.08,4,37,
2-11,14:10:44,60,60,13.05,4,37,
2-11,14:10:44,62,62,13.09,4,37,
2-11,14:10:45,60,60,13.05,4,37,
2-11,14:10:45,60,60,13.06,4,37,
2-11,14:10:46,61,61,13.07,4,37,
2-11,14:10:46,61,61,13.09,4,37,
2-11,14:10:47,60,60,13.07,4,37,
2-11,14:10:47,60,60,13.06,4,37,
2-11,14:10:48,61,61,13.07,4,37,
2-11,14:10:48,60,60,13.05,4,37,
2-11,14:10:49,59,59,13.05,4,37,
2-11,14:10:49,59,59,13.05,4,37,
2-11,14:10:50,61,61,13.07,4,37,
2-11,14:10:50,60,60,13.07,4,37,
2-11,14:10:51,60,60,13.06,4,37,
2-11,14:10:51,59,59,13.02,4,37,
2-11,14:10:52,60,60,13.05,4,37,
2-11,14:10:52,60,60,13.07,4,37,
2-11,14:10:53,59,59,13.05,4,37,
2-11,14:10:53,59,59,13.05,4,37,
2-11,14:10:54,60,60,13.07,4,37,
2-11,14:10:54,61,61,13.07,4,37,
2-11,14:10:55,60,60,13.08,4,37,
2-11,14:10:55,61,61,13.07,4,37,
